,VISIT_AREA_NM,VISIT_AREA_TYPE_CD,SIDO,GUNGU,GENDER,AGE_GRP,TRAVEL_COMPANIONS_NUM,TRAVEL_MISSION_PRIORITY,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,DGSTFN
15955,메타프로방스,6.0,전남,담양군,1,20,1,2,6,5,2,4,6,6,3,6,3.0,4.0
15956,영산강문화공원,7.0,전남,담양군,1,20,1,2,6,5,2,4,6,6,3,6,3.0,3.0
15957,선암사일주문,2.0,전남,순천시,1,30,1,11,3,2,1,2,3,2,3,6,2.0,5.0
15958,구시포 노을오토캠핑장,1.0,전북,고창군,1,30,1,5,7,1,1,1,7,7,1,7,3.0,5.0
15959,선운사,2.0,전북,고창군,1,30,1,5,7,1,1,1,7,7,1,7,3.0,5.0
15960,해망굴,1.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15961,군산공설시장,4.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,3.0
15962,신영시장,4.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15963,신흥동일본식가옥,2.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15964,군산근대미술관,3.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15965,군산근대건축관,2.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15966,월명동성당,2.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15967,장미갤러리,3.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15968,초원사진관,2.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15969,진포해양테마공원,6.0,전북,군산시,0,30,0,3,1,1,1,7,7,1,7,4,1.0,5.0
15970,여주프리미엄아울렛 WEST,4.0,경기,여주시,0,30,1,8,2,1,4,4,2,4,2,5,3.0,5.0
15971,수생식물학습원,1.0,충북,옥천군,1,50,1,2,2,7,1,4,2,6,2,3,2.0,5.0
15972,이마트 광주점,4.0,광주,서구,1,20,1,22,2,2,3,2,4,3,1,6,2.0,4.0
15973,돌머리해수욕장,1.0,전남,함평군,1,20,1,22,2,2,3,2,4,3,1,6,2.0,2.0
15974,5.18기념공원,2.0,광주,서구,1,20,1,22,2,2,3,2,4,3,1,6,2.0,4.0
15975,마이산 탑사,2.0,전북,진안군,0,40,2,1,7,3,4,6,7,7,6,6,3.0,4.0
15976,경기전,2.0,전북,전주시,0,40,2,1,7,3,4,6,7,7,6,6,3.0,4.0
15977,전주남부시장청년몰,4.0,전북,전주시,0,40,2,1,7,3,4,6,7,7,6,6,3.0,4.0
15978,삼길포항,5.0,충남,서산시,0,30,2,5,2,2,2,2,2,2,4,5,7.0,5.0
15979,강진만생태공원,1.0,전남,강진군,1,30,3,9,5,3,3,3,5,6,5,6,1.0,5.0
15980,금오도비렁길 3코스,7.0,전남,여수시,0,50,5,1,1,1,1,1,4,3,3,2,3.0,5.0
15981,천은사,2.0,전남,구례군,1,60,0,21,1,2,2,3,1,3,5,3,6.0,4.0
15982,섬진강대나무숲길,6.0,전남,구례군,1,60,0,21,1,2,2,3,1,3,5,3,6.0,3.0
15983,화엄사,2.0,전남,구례군,1,60,0,21,1,2,2,3,1,3,5,3,6.0,4.0
15984,장성호수변트레킹길,7.0,전남,장성군,1,60,0,21,1,2,2,3,1,3,5,3,6.0,3.0
15985,임실치즈테마파크,6.0,전북,임실군,1,60,0,21,1,2,2,3,1,3,5,3,6.0,3.0
15986,담양관방제림,1.0,전남,담양군,0,30,1,8,4,6,2,3,4,2,2,4,1.0,3.0
15987,의림지,1.0,충북,제천시,1,30,1,8,2,2,2,4,3,3,6,6,1.0,4.0
15988,여수낭만바다요트,5.0,전남,여수시,0,20,0,2,4,4,5,6,6,3,6,5,1.0,3.0
15989,오동도,1.0,전남,여수시,0,20,0,2,4,4,5,6,6,3,6,5,1.0,5.0
15990,하멜등대,2.0,전남,여수시,0,20,0,2,4,4,5,6,6,3,6,5,1.0,5.0
15991,여수해상케이블카,6.0,전남,여수시,0,20,0,2,4,4,5,6,6,3,6,5,1.0,5.0
15992,파라다이스스파도고,6.0,충남,아산시,1,50,1,26,4,1,3,2,1,6,2,6,3.0,5.0
15993,천호저수지,1.0,충남,천안시,0,20,1,3,2,1,4,3,2,6,4,7,5.0,4.0
15994,독립기념관,2.0,충남,천안시,0,20,1,3,2,1,4,3,2,6,4,7,5.0,4.0
15995,으능정이 문화의거리,4.0,대전,중구,0,30,0,26,6,6,2,7,7,2,7,2,2.0,3.0
15996,대전도시재생지원센터,3.0,대전,중구,0,30,0,26,6,6,2,7,7,2,7,2,2.0,3.0
15997,한밭수목원,1.0,대전,서구,0,30,0,26,6,6,2,7,7,2,7,2,2.0,5.0
15998,변산해수욕장,1.0,전북,부안군,0,30,4,28,4,3,2,6,3,4,6,7,10.0,4.0
15999,채석강,1.0,전북,부안군,0,30,4,28,4,3,2,6,3,4,6,7,10.0,5.0
16000,내장산국립공원,1.0,전북,정읍시,0,30,4,28,4,3,2,6,3,4,6,7,10.0,5.0
16001,미르섬,1.0,충남,공주시,1,20,0,3,4,3,2,5,2,3,7,5,2.0,4.0
16002,공주산성시장 문화공원,1.0,충남,공주시,1,20,0,3,4,3,2,5,2,3,7,5,2.0,4.0
16003,중학동행정복지센터,4.0,충남,공주시,1,20,0,3,4,3,2,5,2,3,7,5,2.0,4.0
16004,공산성,2.0,충남,공주시,1,20,0,3,4,3,2,5,2,3,7,5,2.0,5.0
16005,제민천,7.0,충남,공주시,1,20,0,3,4,3,2,5,2,3,7,5,2.0,5.0
16006,공주시청년센터,3.0,충남,공주시,1,20,0,3,4,3,2,5,2,3,7,5,2.0,5.0
16007,월곡영화골벽화마을,7.0,전남,보성군,0,30,3,2,2,1,1,5,5,5,7,3,1.0,3.0
16008,보성뻘배전시관,3.0,전남,보성군,0,30,3,2,2,1,1,5,5,5,7,3,1.0,4.0
16009,보성여관,2.0,전남,보성군,0,30,3,2,2,1,1,5,5,5,7,3,1.0,4.0
16010,법주사,2.0,충북,보은군,0,30,1,3,3,2,4,2,2,4,7,2,1.0,5.0
16011,베어트리파크,1.0,세종,전동면,1,40,3,22,1,1,1,3,3,6,2,7,2.0,5.0
16012,상당산성,2.0,충북,청주시,1,40,3,6,5,6,6,6,5,6,6,6,9.0,4.0
16013,국립현대미술관 청주,3.0,충북,청주시,1,40,3,6,5,6,6,6,5,6,6,6,9.0,4.0
16014,황룡강생태공원,1.0,전남,장성군,1,50,1,3,4,5,4,2,4,4,2,6,1.0,4.0
16015,백양사,2.0,전남,장성군,1,50,1,3,4,5,4,2,4,4,2,6,1.0,5.0
16016,담양관방제림,1.0,전남,담양군,1,50,1,3,4,5,4,2,4,4,2,6,1.0,4.0
16017,대천해수욕장,1.0,충남,보령시,0,40,6,21,2,6,4,5,2,5,5,5,3.0,5.0
16018,한수제,1.0,전남,나주시,1,20,3,22,3,5,2,2,6,2,6,6,3.0,5.0
16019,전라남도 산림자원연구소,1.0,전남,나주시,1,20,3,22,3,5,2,2,6,2,6,6,3.0,5.0
16020,아미미술관,3.0,충남,당진시,1,20,2,2,1,1,1,3,2,1,1,7,3.0,5.0
16021,아그로랜드 태신목장,1.0,충남,예산군,1,20,2,2,1,1,1,3,2,1,1,7,3.0,4.0
16022,해미읍성,2.0,충남,서산시,0,20,3,9,3,4,4,4,4,4,4,4,2.0,5.0
16023,삼길포항,1.0,충남,서산시,0,20,3,9,3,4,4,4,4,4,4,4,2.0,5.0
16024,삼길포항,1.0,충남,서산시,0,20,3,9,3,4,4,4,4,4,4,4,2.0,5.0
16025,순천드라마촬영장,2.0,전남,순천시,1,20,3,6,4,4,3,4,2,5,4,6,3.0,4.0
16026,순천만 달밤야시장,4.0,전남,순천시,1,20,3,6,4,4,3,4,2,5,4,6,3.0,5.0
16027,순천만국가정원,1.0,전남,순천시,1,20,3,6,4,4,3,4,2,5,4,6,3.0,4.0
16028,삽교호,1.0,충남,아산시,0,20,1,26,3,5,1,3,1,6,1,7,1.0,5.0
16029,한밭수목원,1.0,대전,서구,1,20,1,4,2,2,2,3,2,2,4,5,1.0,5.0
16030,대전곤충생태관,3.0,대전,서구,0,20,1,2,3,2,2,6,5,4,7,2,1.0,4.0
16031,천연기념물센터,3.0,대전,서구,0,20,1,2,3,2,2,6,5,4,7,2,1.0,4.0
16032,대전신세계 아트앤사이언스,6.0,대전,유성구,0,20,1,2,3,2,2,6,5,4,7,2,1.0,4.0
16033,대동하늘공원,1.0,대전,동구,0,20,1,2,3,2,2,6,5,4,7,2,1.0,4.0
16034,라제통문,2.0,전북,무주군,1,30,1,9,4,2,2,2,5,4,1,7,7.0,4.0
16035,덕유산 향적봉,7.0,전북,무주군,1,30,1,9,4,2,2,2,5,4,1,7,7.0,5.0
16036,무주덕유산리조트 관광곤도라,1.0,전북,무주군,1,30,1,9,4,2,2,2,5,4,1,7,7.0,5.0
16037,정원산책,7.0,전북,무주군,1,30,1,9,4,2,2,2,5,4,1,7,7.0,5.0
16038,무주반딧불축제,8.0,전북,무주군,1,30,1,9,4,2,2,2,5,4,1,7,7.0,4.0
16039,성심당문화원,3.0,대전,중구,1,20,0,1,2,1,2,3,3,3,4,2,2.0,4.0
16040,대전엑스포아쿠아리움,6.0,대전,유성구,1,20,0,1,2,1,2,3,3,3,4,2,2.0,4.0
16041,음성종합운동장,5.0,충북,음성군,1,30,0,3,5,3,3,4,4,5,4,6,1.0,4.0
16042,설성공원,1.0,충북,음성군,1,30,0,3,5,3,3,4,4,5,4,6,1.0,4.0
16043,무극시장,4.0,충북,음성군,1,30,0,3,5,3,3,4,4,5,4,6,1.0,4.0
16044,외암민속마을,7.0,충남,아산시,1,30,1,11,4,3,5,6,6,5,6,4,8.0,5.0
16045,공산성,2.0,충남,공주시,1,30,1,11,4,3,5,6,6,5,6,4,8.0,4.0
16046,외암민속마을,7.0,충남,아산시,1,30,1,11,4,3,5,6,6,5,6,4,8.0,5.0
16047,삽교호 놀이동산,6.0,충남,당진시,1,30,1,11,4,3,5,6,6,5,6,4,8.0,4.0
16048,충주호관광선 장회나루,1.0,충북,단양군,1,30,0,3,7,4,3,5,4,6,2,6,5.0,5.0
16049,도담삼봉관광지,2.0,충북,단양군,1,30,0,3,7,4,3,5,4,6,2,6,5.0,3.0
16050,선암계곡,1.0,충북,단양군,1,30,0,3,7,4,3,5,4,6,2,6,5.0,2.0
16051,사인암,2.0,충북,단양군,1,30,0,3,7,4,3,5,4,6,2,6,5.0,3.0
16052,전주한옥마을,7.0,전북,전주시,0,30,1,7,2,3,1,3,2,3,1,7,3.0,3.0
16053,신정호관광단지,1.0,충남,아산시,0,30,1,22,4,1,2,4,1,6,2,5,7.0,5.0
16054,신정호관광단지,1.0,충남,아산시,0,30,1,22,4,1,2,4,1,6,2,5,7.0,4.0
16055,신정호관광단지,1.0,충남,아산시,0,30,1,22,4,1,2,4,1,6,2,5,7.0,4.0
16056,신정호관광단지,1.0,충남,아산시,0,30,1,22,4,1,2,4,1,6,2,5,7.0,4.0
16057,무주반딧불축제,8.0,전북,무주군,1,30,1,9,2,2,2,4,4,4,5,5,3.0,5.0
16058,라제통문,2.0,전북,무주군,1,30,1,9,2,2,2,4,4,4,5,5,3.0,3.0
16059,무주덕유산리조트 관광곤도라,5.0,전북,무주군,1,30,1,9,2,2,2,4,4,4,5,5,3.0,3.0
16060,무주덕유산리조트 설천호수,1.0,전북,무주군,1,30,1,9,2,2,2,4,4,4,5,5,3.0,5.0
16061,여수세계박람회장,3.0,전남,여수시,1,40,2,3,6,4,2,7,7,6,1,4,1.0,2.0
16062,향일암,2.0,전남,여수시,1,40,2,3,6,4,2,7,7,6,1,4,1.0,5.0
16063,오동도,1.0,전남,여수시,1,40,2,3,6,4,2,7,7,6,1,4,1.0,5.0
16064,이순신광장,4.0,전남,여수시,1,40,2,3,6,4,2,7,7,6,1,4,1.0,3.0
16065,국립세종수목원,1.0,세종,연기면,1,30,1,2,7,7,4,6,7,7,3,7,6.0,5.0
16066,세종호수공원,1.0,세종,연기면,1,30,1,2,7,7,4,6,7,7,3,7,6.0,5.0
16067,오서산,1.0,충남,보령시,1,20,1,28,5,2,2,2,4,4,5,3,1.0,4.0
16068,임실치즈테마파크,6.0,전북,임실군,0,50,2,6,1,4,2,5,6,2,7,3,3.0,5.0
16069,신정호,7.0,충남,아산시,1,20,0,10,4,2,1,4,2,4,1,1,6.0,4.0
16070,세계꽃식물원,6.0,충남,아산시,1,20,0,10,4,2,1,4,2,4,1,1,6.0,4.0
16071,대한민국국향대전,8.0,전남,함평군,1,30,3,9,5,4,2,4,6,5,2,6,3.0,5.0
16072,청산수목원,1.0,충남,태안군,1,30,1,2,3,1,3,6,6,1,2,3,2.0,5.0
16073,코스트코 세종점,4.0,세종,대평동,1,20,1,1,7,1,5,1,1,3,6,1,7.0,4.0
16074,국립세종수목원,1.0,세종,연기면,1,20,1,1,7,1,5,1,1,3,6,1,7.0,4.0
16075,인생네컷 세종보람시청점,4.0,세종,보람동,1,20,1,1,7,1,5,1,1,3,6,1,7.0,3.0
16076,산막이옛길,1.0,충북,괴산군,0,40,1,9,1,3,6,5,1,4,2,1,2.0,4.0
16077,문광저수지,8.0,충북,괴산군,0,40,1,9,1,3,6,5,1,4,2,1,2.0,3.0
16078,목포자연사박물관,2.0,전남,목포시,1,20,1,9,4,4,4,4,4,4,4,4,2.0,5.0
16079,장미의거리,4.0,전남,목포시,1,20,1,9,4,4,4,4,4,4,4,4,2.0,5.0
16080,목포 갓바위,2.0,전남,목포시,1,20,1,9,4,4,4,4,4,4,4,4,2.0,5.0
16081,기분좋은극장,3.0,광주,서구,1,20,0,5,2,1,1,3,2,6,5,7,2.0,5.0
16082,1913송정역시장,4.0,광주,광산구,1,20,0,5,2,1,1,3,2,6,5,7,2.0,4.0
16083,광주기아챔피언스필드,5.0,광주,북구,1,20,0,5,2,1,1,3,2,6,5,7,2.0,5.0
16084,클럽이에스 제천리조트,7.0,충북,제천시,1,30,0,21,1,1,1,5,7,3,3,4,4.0,5.0
16085,큰악어봉,1.0,충북,충주시,1,30,0,21,1,1,1,5,7,3,3,4,4.0,5.0
16086,롯데아울렛 남악점,4.0,전남,무안군,1,20,1,1,3,1,3,1,3,5,7,7,3.0,1.0
16087,영암도기문화센터,3.0,전남,영암군,1,20,1,1,3,1,3,1,3,5,7,7,3.0,5.0
16088,월출산기찬랜드,8.0,전남,영암군,1,20,1,1,3,1,3,1,3,5,7,7,3.0,5.0
16089,NC백화점 청주점,4.0,충북,청주시,1,20,1,1,2,2,2,4,3,5,3,5,4.0,4.0
16090,중앙로지하상가,4.0,대전,중구,1,20,0,1,7,5,5,5,2,6,1,3,2.0,5.0
16091,이끼터널,1.0,충북,단양군,0,20,3,22,2,1,1,1,6,6,1,7,1.0,5.0
16092,단양구경시장,4.0,충북,단양군,0,20,3,22,2,1,1,1,6,6,1,7,1.0,4.0
16093,순천만국가정원,1.0,전남,순천시,0,20,0,2,6,1,3,4,4,4,6,3,2.0,5.0
16094,선암사,2.0,전남,순천시,0,20,0,2,6,1,3,4,4,4,6,3,2.0,4.0
16095,순천만 달밤야시장,4.0,전남,순천시,0,20,0,2,6,1,3,4,4,4,6,3,2.0,5.0
16096,순천만습지,1.0,전남,순천시,0,20,0,2,6,1,3,4,4,4,6,3,2.0,5.0
16097,순천드라마촬영장,2.0,전남,순천시,0,20,0,2,6,1,3,4,4,4,6,3,2.0,5.0
16098,송광사,2.0,전북,완주군,0,30,1,3,6,3,4,1,3,5,2,3,3.0,5.0
16099,진포해양테마공원,6.0,전북,군산시,0,20,5,3,5,2,1,2,1,2,1,6,2.0,4.0
16100,선유도,1.0,전북,군산시,0,20,5,3,5,2,1,2,1,2,1,6,2.0,5.0
16101,초원사진관,2.0,전북,군산시,0,20,5,3,5,2,1,2,1,2,1,6,2.0,4.0
16102,신흥동일본식가옥,2.0,전북,군산시,0,20,5,3,5,2,1,2,1,2,1,6,2.0,4.0
16103,수변문화원,3.0,대전,유성구,0,20,1,4,3,3,3,4,6,4,3,5,3.0,5.0
16104,공주산성시장,4.0,충남,공주시,1,30,2,8,7,4,2,4,3,5,3,2,3.0,4.0
16105,태안 로컬푸드 직매장,4.0,충남,태안군,1,40,0,2,2,4,5,3,2,4,5,3,1.0,5.0
16106,롯데아울렛 부여점,4.0,충남,부여군,1,30,1,3,2,1,2,4,2,6,6,7,3.0,3.0
16107,구드래조각공원,1.0,충남,부여군,1,30,1,3,2,1,2,4,2,6,6,7,3.0,5.0
16108,부소산성,2.0,충남,부여군,1,30,1,3,2,1,2,4,2,6,6,7,3.0,4.0
16109,궁남지,2.0,충남,부여군,1,30,1,3,2,1,2,4,2,6,6,7,3.0,4.0
16110,공주산성시장,4.0,충남,공주시,1,30,1,3,2,1,2,4,2,6,6,7,3.0,5.0
16111,베어트리파크,1.0,세종,전동면,1,20,1,22,6,1,2,3,2,3,7,6,2.0,5.0
16112,죽녹원,2.0,전남,담양군,1,20,1,12,7,7,1,1,1,1,1,6,3.0,5.0
16113,담양관방제림,1.0,전남,담양군,1,20,1,12,7,7,1,1,1,1,1,6,3.0,5.0
16114,인천차이나타운,4.0,인천,중구,0,30,1,5,1,1,4,4,4,7,1,4,3.0,4.0
16115,월미바다역,6.0,인천,중구,0,30,1,5,1,1,4,4,4,7,1,4,3.0,5.0
16116,월미도,1.0,인천,중구,0,30,1,5,1,1,4,4,4,7,1,4,3.0,5.0
16117,한밭수목원,1.0,대전,서구,1,40,2,11,1,4,1,4,2,1,1,1,8.0,3.0
16118,국립중앙과학관,3.0,대전,유성구,1,40,2,11,1,4,1,4,2,1,1,1,8.0,5.0
16119,대전중앙시장,4.0,대전,동구,1,40,2,11,1,4,1,4,2,1,1,1,8.0,5.0
16120,천등산주유소,7.0,충북,충주시,1,30,3,8,2,1,1,4,7,7,1,7,1.0,4.0
16121,온달동굴,2.0,충북,단양군,1,30,3,8,2,1,1,4,7,7,1,7,1.0,5.0
16122,온달전시관 매표소,3.0,충북,단양군,1,30,3,8,2,1,1,4,7,7,1,7,1.0,4.0
16123,온달관광지,6.0,충북,단양군,1,30,3,8,2,1,1,4,7,7,1,7,1.0,5.0
16124,청풍호반케이블카 비봉산역,6.0,충북,제천시,1,20,3,21,2,6,4,4,4,6,6,4,3.0,5.0
16125,구인사,2.0,충북,단양군,1,20,3,21,2,6,4,4,4,6,6,4,3.0,5.0
16126,의림지,1.0,충북,제천시,1,20,3,21,2,6,4,4,4,6,6,4,3.0,3.0
16127,정방사,2.0,충북,제천시,1,20,3,21,2,6,4,4,4,6,6,4,3.0,5.0
16128,청련암,2.0,충북,단양군,1,20,3,21,2,6,4,4,4,6,6,4,3.0,3.0
16129,만천하스카이워크,6.0,충북,단양군,1,20,3,21,2,6,4,4,4,6,6,4,3.0,3.0
16130,단양구경시장,4.0,충북,단양군,1,20,3,21,2,6,4,4,4,6,6,4,3.0,4.0
16131,단양강잔도,1.0,충북,단양군,1,20,3,21,2,6,4,4,4,6,6,4,3.0,5.0
16132,제천 옥순봉 출렁다리,1.0,충북,제천시,1,20,3,21,2,6,4,4,4,6,6,4,3.0,5.0
16133,안면도쥬라기박물관,2.0,충남,태안군,0,30,2,11,6,1,1,2,2,2,2,4,3.0,2.0
16134,꽃지해수욕장,1.0,충남,태안군,0,30,2,11,6,1,1,2,2,2,2,4,3.0,3.0
16135,태안 로컬푸드 직매장,4.0,충남,태안군,1,20,1,22,4,3,1,6,6,2,2,6,7.0,3.0
16136,안면암,1.0,충남,태안군,1,20,1,22,4,3,1,6,6,2,2,6,7.0,5.0
16137,청포대해수욕장,1.0,충남,태안군,1,20,1,22,4,3,1,6,6,2,2,6,7.0,3.0
16138,으능정이스카이로드,4.0,대전,중구,1,20,1,11,2,6,2,4,5,2,3,2,1.0,4.0
16139,NC백화점 중앙로역점,4.0,대전,중구,1,20,1,11,2,6,2,4,5,2,3,2,1.0,4.0
16140,한밭수목원,1.0,대전,서구,1,20,0,1,3,3,3,6,4,5,6,6,1.0,4.0
16141,갑천,7.0,대전,유성구,1,20,0,1,3,3,3,6,4,5,6,6,1.0,4.0
16142,대전시립미술관,3.0,대전,서구,1,20,0,1,3,3,3,6,4,5,6,6,1.0,4.0
16143,이응노미술관,3.0,대전,서구,1,20,0,1,3,3,3,6,4,5,6,6,1.0,4.0
16144,백제군사박물관 (휴업중),2.0,충남,논산시,0,30,2,11,4,2,3,3,2,3,3,4,3.0,5.0
16145,딸기향농촌테마공원,6.0,충남,논산시,0,30,2,11,4,2,3,3,2,3,3,4,3.0,5.0
16146,예당호출렁다리,1.0,충남,예산군,0,30,4,3,1,1,1,1,1,4,1,7,3.0,3.0
16147,전주한옥마을,7.0,전북,전주시,0,30,4,3,1,1,1,1,1,4,1,7,3.0,5.0
16148,경기전,2.0,전북,전주시,0,30,1,3,6,1,3,2,1,6,2,4,2.0,5.0
16149,메타세쿼이아 가로수길,1.0,전남,담양군,0,30,1,3,6,1,3,2,1,6,2,4,2.0,5.0
16150,전주한옥마을,7.0,전북,전주시,0,30,1,3,6,1,3,2,1,6,2,4,2.0,4.0
16151,전주한옥마을,7.0,전북,전주시,0,30,1,3,6,1,3,2,1,6,2,4,2.0,5.0
16152,하선암,1.0,충북,단양군,1,30,7,22,2,2,2,4,6,4,2,7,3.0,5.0
16153,도담삼봉관광지,1.0,충북,단양군,1,30,7,22,2,2,2,4,6,4,2,7,3.0,4.0
16154,마을회관 앞 계곡,1.0,충북,단양군,1,30,7,22,2,2,2,4,6,4,2,7,3.0,5.0
16155,단양구경시장,4.0,충북,단양군,1,30,7,22,2,2,2,4,6,4,2,7,3.0,5.0
16156,여미랑,2.0,전북,군산시,1,20,2,4,3,3,1,7,7,7,2,3,7.0,4.0
16157,진포해양테마공원,6.0,전북,군산시,1,20,2,4,3,3,1,7,7,7,2,3,7.0,2.0
16158,엑스포과학공원 한빛탑,6.0,대전,유성구,1,20,1,2,4,4,1,2,5,3,2,7,3.0,4.0
16159,여수해상케이블카,6.0,전남,여수시,1,20,1,3,4,1,2,3,4,6,6,7,2.0,4.0
16160,고소동벽화마을,7.0,전남,여수시,1,20,1,3,4,1,2,3,4,6,6,7,2.0,4.0
16161,순천드라마촬영장,2.0,전남,순천시,1,20,1,3,4,1,2,3,4,6,6,7,2.0,4.0
16162,여수베네치아호텔&리조트,5.0,전남,여수시,1,20,1,3,4,1,2,3,4,6,6,7,2.0,4.0
16163,스카이플라이,5.0,전남,여수시,1,20,1,3,4,1,2,3,4,6,6,7,2.0,4.0
16164,대장봉,1.0,전북,군산시,1,30,1,4,2,1,1,2,4,3,7,3,2.0,4.0
16165,군산근대건축관,2.0,전북,군산시,1,30,1,4,2,1,1,2,4,3,7,3,2.0,3.0
16166,한밭수목원,1.0,대전,서구,1,20,1,2,2,4,4,3,3,4,5,4,1.0,5.0
16167,단양패러마을,7.0,충북,단양군,1,40,3,5,1,1,7,6,4,6,6,4,1.0,3.0
16168,고수동굴,1.0,충북,단양군,1,40,3,5,1,1,7,6,4,6,6,4,1.0,1.0
16169,단양구경시장,4.0,충북,단양군,1,40,3,5,1,1,7,6,4,6,6,4,1.0,5.0
16170,경암동철길마을,7.0,전북,군산시,1,20,1,3,6,1,1,1,4,6,3,4,1.0,4.0
16171,군산항쟁관,2.0,전북,군산시,1,20,1,3,6,1,1,1,4,6,3,4,1.0,5.0
16172,초원사진관,2.0,전북,군산시,1,20,1,3,6,1,1,1,4,6,3,4,1.0,5.0
16173,일제강점기 군산역사관,2.0,전북,군산시,1,20,1,3,6,1,1,1,4,6,3,4,1.0,5.0
16174,신흥동일본식가옥,2.0,전북,군산시,1,20,1,3,6,1,1,1,4,6,3,4,1.0,5.0
16175,장태산자연휴양림 메타세콰이어산림욕장,1.0,대전,서구,1,30,2,28,2,2,1,3,6,4,1,6,1.0,5.0
16176,장태산자연휴양림 스카이타워,1.0,대전,서구,1,30,2,28,2,2,1,3,6,4,1,6,1.0,5.0
16177,장태산자연휴양림 출렁다리,1.0,대전,서구,1,30,2,28,2,2,1,3,6,4,1,6,1.0,5.0
16178,장태산자연휴양림 전망대,1.0,대전,서구,1,30,2,28,2,2,1,3,6,4,1,6,1.0,5.0
16179,대전시립미술관,3.0,대전,서구,1,30,1,24,2,2,2,4,4,6,6,4,1.0,4.0
16180,한밭수목원,1.0,대전,서구,1,30,1,24,2,2,2,4,4,6,6,4,1.0,5.0
16181,포충사,2.0,광주,남구,1,30,1,3,2,4,2,3,2,2,5,2,2.0,4.0
16182,세정아울렛,4.0,광주,서구,1,30,0,21,5,1,5,1,2,6,2,6,4.0,3.0
16183,광주시립미술관 하정웅미술관,3.0,광주,서구,1,30,0,21,5,1,5,1,2,6,2,6,4.0,5.0
16184,광주시립미술관,3.0,광주,북구,1,30,0,21,5,1,5,1,2,6,2,6,4.0,5.0
16185,현대웰빙랜드,6.0,광주,북구,1,30,0,21,5,1,5,1,2,6,2,6,4.0,5.0
16186,풍암호수공원,1.0,광주,서구,1,30,0,21,5,1,5,1,2,6,2,6,4.0,5.0
16187,무령왕릉,2.0,충남,공주시,1,40,11,3,2,4,2,1,2,2,4,7,7.0,4.0
16188,큰빛교회,2.0,대전,동구,1,40,11,3,2,4,2,1,2,2,4,7,7.0,5.0
16189,공산성,2.0,충남,공주시,1,40,11,3,2,4,2,1,2,2,4,7,7.0,4.0
16190,이마트 천안터미널점,4.0,충남,천안시,1,30,3,7,4,4,4,4,4,4,4,4,3.0,5.0
16191,천안시민체육공원,5.0,충남,천안시,1,30,3,7,4,4,4,4,4,4,4,4,3.0,5.0
16192,보문산,1.0,대전,중구,0,30,0,27,2,4,1,4,2,2,2,3,2.0,5.0
16193,의림지,1.0,충북,제천시,1,60,2,3,2,2,5,2,2,6,2,6,1.0,4.0
16194,한일제면소,4.0,충북,제천시,1,60,2,3,2,2,5,2,2,6,2,6,1.0,4.0
16195,청풍호 전망대,1.0,충북,제천시,1,60,2,3,2,2,5,2,2,6,2,6,1.0,4.0
16196,춘향테마파크,6.0,전북,남원시,0,30,1,23,1,1,1,1,1,1,1,1,3.0,5.0
16197,중대리계곡,1.0,전남,구례군,0,20,1,3,4,2,1,5,3,1,3,4,2.0,5.0
16198,화개장터,4.0,경남,하동군,0,20,1,3,4,2,1,5,3,1,3,4,2.0,3.0
16199,연곡사,2.0,전남,구례군,0,20,1,3,4,2,1,5,3,1,3,4,2.0,5.0
16200,최참판댁,2.0,경남,하동군,0,20,1,3,4,2,1,5,3,1,3,4,2.0,4.0
16201,클럽리버틴,3.0,광주,서구,0,20,1,3,4,2,1,5,3,1,3,4,2.0,1.0
16202,춘장대해수욕장,1.0,충남,서천군,0,30,1,25,4,2,1,4,4,1,2,4,3.0,5.0
16203,북산1리마을회관,7.0,충남,서천군,0,30,1,25,4,2,1,4,4,1,2,4,3.0,5.0
16204,오창호수공원 진입광장,1.0,충북,청주시,1,30,1,4,2,3,2,4,4,4,2,4,1.0,5.0
16205,청주체육관,5.0,충북,청주시,1,30,1,4,2,3,2,4,4,4,2,4,1.0,5.0
16206,돌머리해수욕장,1.0,전남,함평군,1,30,1,25,1,1,5,3,1,1,2,5,3.0,5.0
16207,개화예술공원,1.0,충남,보령시,0,40,1,3,4,1,4,5,4,4,6,6,2.0,5.0
16208,충청수영성,2.0,충남,보령시,0,40,1,3,4,1,4,5,4,4,6,6,2.0,5.0
